Ano,Mês,Valor,Estado
2015,Dezembro,,Distrito Federal
2016,Janeiro,,Distrito Federal
2016,Fevereiro,1.0,Distrito Federal
2016,Março,1.0,Distrito Federal
2016,Abril,4.0,Distrito Federal
2016,Maio,13.0,Distrito Federal
2016,Junho,37.0,Distrito Federal
2016,Julho,78.0,Distrito Federal
2016,Agosto,35.0,Distrito Federal
2016,Setembro,51.0,Distrito Federal
2016,Outubro,8.0,Distrito Federal
2016,Novembro,1.0,Distrito Federal
2016,Dezembro,,Distrito Federal
2017,Janeiro,1.0,Distrito Federal
2017,Fevereiro,,Distrito Federal
2017,Março,,Distrito Federal
2017,Abril,1.0,Distrito Federal
2017,Maio,6.0,Distrito Federal
2017,Junho,5.0,Distrito Federal
2017,Julho,28.0,Distrito Federal
2017,Agosto,118.0,Distrito Federal
2017,Setembro,77.0,Distrito Federal
2017,Outubro,51.0,Distrito Federal
2017,Novembro,,Distrito Federal
2017,Dezembro,,Distrito Federal
2018,Janeiro,,Distrito Federal
2018,Fevereiro,,Distrito Federal
2018,Março,,Distrito Federal
2018,Abril,,Distrito Federal
2018,Maio,2.0,Distrito Federal
2018,Junho,1.0,Distrito Federal
2018,Julho,29.0,Distrito Federal
2018,Agosto,15.0,Distrito Federal
2018,Setembro,41.0,Distrito Federal
2018,Outubro,,Distrito Federal
2018,Novembro,,Distrito Federal
2018,Dezembro,,Distrito Federal
2019,Janeiro,4.0,Distrito Federal
2019,Fevereiro,1.0,Distrito Federal
2019,Março,,Distrito Federal
2019,Abril,,Distrito Federal
2019,Maio,,Distrito Federal
2019,Junho,6.0,Distrito Federal
2019,Julho,30.0,Distrito Federal
2019,Agosto,29.0,Distrito Federal
2019,Setembro,116.0,Distrito Federal
2019,Outubro,27.0,Distrito Federal
2019,Novembro,,Distrito Federal
2019,Dezembro,,Distrito Federal
2020,Janeiro,2.0,Distrito Federal
2020,Fevereiro,2.0,Distrito Federal
2020,Março,,Distrito Federal
2020,Abril,5.0,Distrito Federal
2020,Maio,5.0,Distrito Federal
2020,Junho,11.0,Distrito Federal
2020,Julho,25.0,Distrito Federal
2020,Agosto,22.0,Distrito Federal
2020,Setembro,83.0,Distrito Federal
2020,Outubro,39.0,Distrito Federal
2020,Novembro,1.0,Distrito Federal
2020,Dezembro,1.0,Distrito Federal
2021,Janeiro,,Distrito Federal
2021,Fevereiro,,Distrito Federal
2021,Março,,Distrito Federal
2021,Abril,4.0,Distrito Federal
2021,Maio,9.0,Distrito Federal
2021,Junho,10.0,Distrito Federal
2021,Julho,38.0,Distrito Federal
2021,Agosto,50.0,Distrito Federal
2021,Setembro,141.0,Distrito Federal
2021,Outubro,7.0,Distrito Federal
2021,Novembro,,Distrito Federal
2021,Dezembro,,Distrito Federal
2022,Janeiro,,Distrito Federal
2022,Fevereiro,,Distrito Federal
2022,Março,6.0,Distrito Federal
2022,Abril,4.0,Distrito Federal
2022,Maio,14.0,Distrito Federal
2022,Junho,17.0,Distrito Federal
2022,Julho,60.0,Distrito Federal
2022,Agosto,55.0,Distrito Federal
2022,Setembro,85.0,Distrito Federal
2022,Outubro,10.0,Distrito Federal
2022,Novembro,,Distrito Federal
2022,Dezembro,,Distrito Federal
2023,Janeiro,1.0,Distrito Federal
2023,Fevereiro,2.0,Distrito Federal
2023,Março,,Distrito Federal
2023,Abril,2.0,Distrito Federal
2023,Maio,10.0,Distrito Federal
2023,Junho,11.0,Distrito Federal
2023,Julho,21.0,Distrito Federal
2023,Agosto,21.0,Distrito Federal
2023,Setembro,18.0,Distrito Federal
2023,Outubro,,Distrito Federal
2023,Novembro,3.0,Distrito Federal
2023,Dezembro,,Distrito Federal
2024,Janeiro,2.0,Distrito Federal
2024,Fevereiro,4.0,Distrito Federal
2024,Março,3.0,Distrito Federal
2024,Abril,1.0,Distrito Federal
2024,Maio,15.0,Distrito Federal
2024,Junho,24.0,Distrito Federal
2024,Julho,56.0,Distrito Federal
2024,Agosto,56.0,Distrito Federal
2024,Setembro,168.0,Distrito Federal
2024,Outubro,17.0,Distrito Federal
2024,Novembro,,Distrito Federal
2024,Dezembro,3.0,Distrito Federal
2025,Janeiro,,Distrito Federal
2025,Fevereiro,1.0,Distrito Federal
2025,Março,2.0,Distrito Federal
2025,Abril,,Distrito Federal
2025,Maio,2.0,Distrito Federal
2025,Junho,,Distrito Federal
2025,Julho,,Distrito Federal
2025,Agosto,,Distrito Federal
2025,Setembro,,Distrito Federal
2025,Outubro,,Distrito Federal
2025,Novembro,,Distrito Federal
2025,Dezembro,,Distrito Federal
1998,Janeiro,,Espírito Santo
1998,Fevereiro,,Espírito Santo
1998,Março,,Espírito Santo
1998,Abril,,Espírito Santo
1998,Maio,,Espírito Santo
1998,Junho,6.0,Espírito Santo
1998,Julho,37.0,Espírito Santo
1998,Agosto,38.0,Espírito Santo
1998,Setembro,110.0,Espírito Santo
1998,Outubro,20.0,Espírito Santo
1998,Novembro,4.0,Espírito Santo
1998,Dezembro,5.0,Espírito Santo
1999,Janeiro,33.0,Espírito Santo
1999,Fevereiro,10.0,Espírito Santo
1999,Março,8.0,Espírito Santo
1999,Abril,2.0,Espírito Santo
1999,Maio,16.0,Espírito Santo
1999,Junho,6.0,Espírito Santo
1999,Julho,9.0,Espírito Santo
1999,Agosto,60.0,Espírito Santo
1999,Setembro,64.0,Espírito Santo
1999,Outubro,23.0,Espírito Santo
1999,Novembro,9.0,Espírito Santo
1999,Dezembro,,Espírito Santo
2000,Janeiro,5.0,Espírito Santo
2000,Fevereiro,5.0,Espírito Santo
2000,Março,1.0,Espírito Santo
2000,Abril,3.0,Espírito Santo
2000,Maio,2.0,Espírito Santo
2000,Junho,9.0,Espírito Santo
2000,Julho,16.0,Espírito Santo
2000,Agosto,26.0,Espírito Santo
2000,Setembro,14.0,Espírito Santo
2000,Outubro,88.0,Espírito Santo
2000,Novembro,3.0,Espírito Santo
2000,Dezembro,3.0,Espírito Santo
2001,Janeiro,1.0,Espírito Santo
2001,Fevereiro,5.0,Espírito Santo
2001,Março,2.0,Espírito Santo
2001,Abril,2.0,Espírito Santo
2001,Maio,8.0,Espírito Santo
2001,Junho,9.0,Espírito Santo
2001,Julho,12.0,Espírito Santo
2001,Agosto,31.0,Espírito Santo
2001,Setembro,38.0,Espírito Santo
2001,Outubro,19.0,Espírito Santo
2001,Novembro,3.0,Espírito Santo
2001,Dezembro,1.0,Espírito Santo
2002,Janeiro,2.0,Espírito Santo
2002,Fevereiro,4.0,Espírito Santo
2002,Março,4.0,Espírito Santo
2002,Abril,2.0,Espírito Santo
2002,Maio,5.0,Espírito Santo
2002,Junho,18.0,Espírito Santo
2002,Julho,16.0,Espírito Santo
2002,Agosto,76.0,Espírito Santo
2002,Setembro,76.0,Espírito Santo
2002,Outubro,151.0,Espírito Santo
2002,Novembro,26.0,Espírito Santo
2002,Dezembro,22.0,Espírito Santo
2003,Janeiro,12.0,Espírito Santo
2003,Fevereiro,14.0,Espírito Santo
2003,Março,46.0,Espírito Santo
2003,Abril,31.0,Espírito Santo
2003,Maio,16.0,Espírito Santo
2003,Junho,76.0,Espírito Santo
2003,Julho,91.0,Espírito Santo
2003,Agosto,142.0,Espírito Santo
2003,Setembro,276.0,Espírito Santo
2003,Outubro,185.0,Espírito Santo
2003,Novembro,55.0,Espírito Santo
2003,Dezembro,32.0,Espírito Santo
2004,Janeiro,,Espírito Santo
2004,Fevereiro,8.0,Espírito Santo
2004,Março,2.0,Espírito Santo
2004,Abril,10.0,Espírito Santo
2004,Maio,4.0,Espírito Santo
2004,Junho,2.0,Espírito Santo
2004,Julho,14.0,Espírito Santo
2004,Agosto,31.0,Espírito Santo
2004,Setembro,77.0,Espírito Santo
2004,Outubro,53.0,Espírito Santo
2004,Novembro,56.0,Espírito Santo
2004,Dezembro,10.0,Espírito Santo
2005,Janeiro,7.0,Espírito Santo
2005,Fevereiro,1.0,Espírito Santo
2005,Março,11.0,Espírito Santo
2005,Abril,9.0,Espírito Santo
2005,Maio,7.0,Espírito Santo
2005,Junho,9.0,Espírito Santo
2005,Julho,15.0,Espírito Santo
2005,Agosto,30.0,Espírito Santo
2005,Setembro,10.0,Espírito Santo
2005,Outubro,84.0,Espírito Santo
2005,Novembro,3.0,Espírito Santo
2005,Dezembro,13.0,Espírito Santo
2006,Janeiro,13.0,Espírito Santo
2006,Fevereiro,53.0,Espírito Santo
2006,Março,26.0,Espírito Santo
2006,Abril,6.0,Espírito Santo
2006,Maio,16.0,Espírito Santo
2006,Junho,35.0,Espírito Santo
2006,Julho,57.0,Espírito Santo
2006,Agosto,90.0,Espírito Santo
2006,Setembro,103.0,Espírito Santo
2006,Outubro,18.0,Espírito Santo
2006,Novembro,4.0,Espírito Santo
2006,Dezembro,10.0,Espírito Santo
2007,Janeiro,3.0,Espírito Santo
2007,Fevereiro,5.0,Espírito Santo
2007,Março,16.0,Espírito Santo
2007,Abril,16.0,Espírito Santo
2007,Maio,23.0,Espírito Santo
2007,Junho,34.0,Espírito Santo
2007,Julho,70.0,Espírito Santo
2007,Agosto,96.0,Espírito Santo
2007,Setembro,92.0,Espírito Santo
2007,Outubro,172.0,Espírito Santo
2007,Novembro,185.0,Espírito Santo
2007,Dezembro,45.0,Espírito Santo
2008,Janeiro,20.0,Espírito Santo
2008,Fevereiro,23.0,Espírito Santo
2008,Março,7.0,Espírito Santo
2008,Abril,6.0,Espírito Santo
2008,Maio,9.0,Espírito Santo
2008,Junho,25.0,Espírito Santo
2008,Julho,36.0,Espírito Santo
2008,Agosto,57.0,Espírito Santo
2008,Setembro,95.0,Espírito Santo
2008,Outubro,116.0,Espírito Santo
2008,Novembro,9.0,Espírito Santo
2008,Dezembro,9.0,Espírito Santo
2009,Janeiro,3.0,Espírito Santo
2009,Fevereiro,13.0,Espírito Santo
2009,Março,14.0,Espírito Santo
2009,Abril,6.0,Espírito Santo
2009,Maio,8.0,Espírito Santo
2009,Junho,16.0,Espírito Santo
2009,Julho,28.0,Espírito Santo
2009,Agosto,21.0,Espírito Santo
2009,Setembro,62.0,Espírito Santo
2009,Outubro,14.0,Espírito Santo
2009,Novembro,23.0,Espírito Santo
2009,Dezembro,31.0,Espírito Santo
2010,Janeiro,55.0,Espírito Santo
2010,Fevereiro,27.0,Espírito Santo
2010,Março,5.0,Espírito Santo
2010,Abril,13.0,Espírito Santo
2010,Maio,11.0,Espírito Santo
2010,Junho,25.0,Espírito Santo
2010,Julho,6.0,Espírito Santo
2010,Agosto,39.0,Espírito Santo
2010,Setembro,65.0,Espírito Santo
2010,Outubro,34.0,Espírito Santo
2010,Novembro,3.0,Espírito Santo
2010,Dezembro,12.0,Espírito Santo
2011,Janeiro,6.0,Espírito Santo
2011,Fevereiro,49.0,Espírito Santo
2011,Março,5.0,Espírito Santo
2011,Abril,8.0,Espírito Santo
2011,Maio,7.0,Espírito Santo
2011,Junho,15.0,Espírito Santo
2011,Julho,27.0,Espírito Santo
2011,Agosto,83.0,Espírito Santo
2011,Setembro,115.0,Espírito Santo
2011,Outubro,35.0,Espírito Santo
2011,Novembro,8.0,Espírito Santo
2011,Dezembro,6.0,Espírito Santo
2012,Janeiro,,Espírito Santo
2012,Fevereiro,27.0,Espírito Santo
2012,Março,38.0,Espírito Santo
2012,Abril,76.0,Espírito Santo
2012,Maio,25.0,Espírito Santo
2012,Junho,21.0,Espírito Santo
2012,Julho,45.0,Espírito Santo
2012,Agosto,17.0,Espírito Santo
2012,Setembro,39.0,Espírito Santo
2012,Outubro,66.0,Espírito Santo
2012,Novembro,7.0,Espírito Santo
2012,Dezembro,23.0,Espírito Santo
2013,Janeiro,14.0,Espírito Santo
2013,Fevereiro,21.0,Espírito Santo
2013,Março,18.0,Espírito Santo
2013,Abril,19.0,Espírito Santo
2013,Maio,13.0,Espírito Santo
2013,Junho,24.0,Espírito Santo
2013,Julho,29.0,Espírito Santo
2013,Agosto,58.0,Espírito Santo
2013,Setembro,28.0,Espírito Santo
2013,Outubro,32.0,Espírito Santo
2013,Novembro,11.0,Espírito Santo
2013,Dezembro,8.0,Espírito Santo
2014,Janeiro,11.0,Espírito Santo
2014,Fevereiro,16.0,Espírito Santo
2014,Março,15.0,Espírito Santo
2014,Abril,8.0,Espírito Santo
2014,Maio,15.0,Espírito Santo
2014,Junho,8.0,Espírito Santo
2014,Julho,11.0,Espírito Santo
2014,Agosto,36.0,Espírito Santo
2014,Setembro,52.0,Espírito Santo
2014,Outubro,82.0,Espírito Santo
2014,Novembro,17.0,Espírito Santo
2014,Dezembro,25.0,Espírito Santo
2015,Janeiro,77.0,Espírito Santo
2015,Fevereiro,59.0,Espírito Santo
2015,Março,23.0,Espírito Santo
2015,Abril,25.0,Espírito Santo
2015,Maio,11.0,Espírito Santo
2015,Junho,16.0,Espírito Santo
2015,Julho,25.0,Espírito Santo
2015,Agosto,28.0,Espírito Santo
2015,Setembro,198.0,Espírito Santo
2015,Outubro,290.0,Espírito Santo
2015,Novembro,131.0,Espírito Santo
2015,Dezembro,57.0,Espírito Santo
2016,Janeiro,37.0,Espírito Santo
2016,Fevereiro,19.0,Espírito Santo
2016,Março,103.0,Espírito Santo
2016,Abril,49.0,Espírito Santo
2016,Maio,42.0,Espírito Santo
2016,Junho,45.0,Espírito Santo
2016,Julho,38.0,Espírito Santo
2016,Agosto,75.0,Espírito Santo
2016,Setembro,112.0,Espírito Santo
2016,Outubro,60.0,Espírito Santo
2016,Novembro,7.0,Espírito Santo
2016,Dezembro,12.0,Espírito Santo
2017,Janeiro,14.0,Espírito Santo
2017,Fevereiro,7.0,Espírito Santo
2017,Março,9.0,Espírito Santo
2017,Abril,7.0,Espírito Santo
2017,Maio,9.0,Espírito Santo
2017,Junho,23.0,Espírito Santo
2017,Julho,3.0,Espírito Santo
2017,Agosto,26.0,Espírito Santo
2017,Setembro,31.0,Espírito Santo
2017,Outubro,46.0,Espírito Santo
2017,Novembro,12.0,Espírito Santo
2017,Dezembro,,Espírito Santo
2018,Janeiro,6.0,Espírito Santo
2018,Fevereiro,1.0,Espírito Santo
2018,Março,9.0,Espírito Santo
2018,Abril,7.0,Espírito Santo
2018,Maio,4.0,Espírito Santo
2018,Junho,12.0,Espírito Santo
2018,Julho,41.0,Espírito Santo
2018,Agosto,9.0,Espírito Santo
2018,Setembro,51.0,Espírito Santo
2018,Outubro,36.0,Espírito Santo
2018,Novembro,11.0,Espírito Santo
2018,Dezembro,18.0,Espírito Santo
2019,Janeiro,25.0,Espírito Santo
2019,Fevereiro,32.0,Espírito Santo
2019,Março,22.0,Espírito Santo
2019,Abril,21.0,Espírito Santo
2019,Maio,10.0,Espírito Santo
2019,Junho,19.0,Espírito Santo
2019,Julho,78.0,Espírito Santo
2019,Agosto,35.0,Espírito Santo
2019,Setembro,171.0,Espírito Santo
2019,Outubro,73.0,Espírito Santo
2019,Novembro,123.0,Espírito Santo
2019,Dezembro,13.0,Espírito Santo
2020,Janeiro,10.0,Espírito Santo
2020,Fevereiro,11.0,Espírito Santo
2020,Março,6.0,Espírito Santo
2020,Abril,8.0,Espírito Santo
2020,Maio,11.0,Espírito Santo
2020,Junho,51.0,Espírito Santo
2020,Julho,34.0,Espírito Santo
2020,Agosto,25.0,Espírito Santo
2020,Setembro,131.0,Espírito Santo
2020,Outubro,82.0,Espírito Santo
2020,Novembro,10.0,Espírito Santo
2020,Dezembro,22.0,Espírito Santo
2021,Janeiro,44.0,Espírito Santo
2021,Fevereiro,13.0,Espírito Santo
2021,Março,45.0,Espírito Santo
2021,Abril,25.0,Espírito Santo
2021,Maio,47.0,Espírito Santo
2021,Junho,26.0,Espírito Santo
2021,Julho,85.0,Espírito Santo
2021,Agosto,92.0,Espírito Santo
2021,Setembro,123.0,Espírito Santo
2021,Outubro,38.0,Espírito Santo
2021,Novembro,9.0,Espírito Santo
2021,Dezembro,2.0,Espírito Santo
2022,Janeiro,11.0,Espírito Santo
2022,Fevereiro,5.0,Espírito Santo
2022,Março,25.0,Espírito Santo
2022,Abril,21.0,Espírito Santo
2022,Maio,26.0,Espírito Santo
2022,Junho,53.0,Espírito Santo
2022,Julho,57.0,Espírito Santo
2022,Agosto,85.0,Espírito Santo
2022,Setembro,87.0,Espírito Santo
2022,Outubro,93.0,Espírito Santo
2022,Novembro,5.0,Espírito Santo
2022,Dezembro,6.0,Espírito Santo
2023,Janeiro,4.0,Espírito Santo
2023,Fevereiro,15.0,Espírito Santo
2023,Março,22.0,Espírito Santo
2023,Abril,4.0,Espírito Santo
2023,Maio,12.0,Espírito Santo
2023,Junho,30.0,Espírito Santo
2023,Julho,62.0,Espírito Santo
2023,Agosto,30.0,Espírito Santo
2023,Setembro,53.0,Espírito Santo
2023,Outubro,59.0,Espírito Santo
2023,Novembro,183.0,Espírito Santo
2023,Dezembro,69.0,Espírito Santo
2024,Janeiro,22.0,Espírito Santo
2024,Fevereiro,3.0,Espírito Santo
2024,Março,18.0,Espírito Santo
2024,Abril,21.0,Espírito Santo
2024,Maio,29.0,Espírito Santo
2024,Junho,60.0,Espírito Santo
2024,Julho,81.0,Espírito Santo
2024,Agosto,100.0,Espírito Santo
2024,Setembro,251.0,Espírito Santo
2024,Outubro,44.0,Espírito Santo
2024,Novembro,17.0,Espírito Santo
2024,Dezembro,16.0,Espírito Santo
2025,Janeiro,6.0,Espírito Santo
2025,Fevereiro,29.0,Espírito Santo
2025,Março,24.0,Espírito Santo
2025,Abril,12.0,Espírito Santo
2025,Maio,4.0,Espírito Santo
2025,Junho,,Espírito Santo
2025,Julho,,Espírito Santo
2025,Agosto,,Espírito Santo
2025,Setembro,,Espírito Santo
2025,Outubro,,Espírito Santo
2025,Novembro,,Espírito Santo
2025,Dezembro,,Espírito Santo
1998,Janeiro,,Goiás
1998,Fevereiro,,Goiás
1998,Março,,Goiás
1998,Abril,,Goiás
1998,Maio,,Goiás
1998,Junho,172.0,Goiás
1998,Julho,512.0,Goiás
1998,Agosto,2216.0,Goiás
1998,Setembro,2870.0,Goiás
1998,Outubro,1036.0,Goiás
1998,Novembro,48.0,Goiás
1998,Dezembro,13.0,Goiás
1999,Janeiro,14.0,Goiás
1999,Fevereiro,334.0,Goiás
1999,Março,1.0,Goiás
1999,Abril,25.0,Goiás
1999,Maio,98.0,Goiás
1999,Junho,252.0,Goiás
1999,Julho,311.0,Goiás
1999,Agosto,1198.0,Goiás
1999,Setembro,1898.0,Goiás
1999,Outubro,743.0,Goiás
1999,Novembro,111.0,Goiás
1999,Dezembro,20.0,Goiás
2000,Janeiro,10.0,Goiás
2000,Fevereiro,11.0,Goiás
2000,Março,4.0,Goiás
2000,Abril,16.0,Goiás
2000,Maio,58.0,Goiás
2000,Junho,222.0,Goiás
2000,Julho,332.0,Goiás
2000,Agosto,925.0,Goiás
2000,Setembro,1294.0,Goiás
2000,Outubro,906.0,Goiás
2000,Novembro,26.0,Goiás
2000,Dezembro,6.0,Goiás
2001,Janeiro,28.0,Goiás
2001,Fevereiro,9.0,Goiás
2001,Março,10.0,Goiás
2001,Abril,49.0,Goiás
2001,Maio,85.0,Goiás
2001,Junho,209.0,Goiás
2001,Julho,370.0,Goiás
2001,Agosto,788.0,Goiás
2001,Setembro,1861.0,Goiás
2001,Outubro,477.0,Goiás
2001,Novembro,15.0,Goiás
2001,Dezembro,18.0,Goiás
2002,Janeiro,12.0,Goiás
2002,Fevereiro,9.0,Goiás
2002,Março,48.0,Goiás
2002,Abril,78.0,Goiás
2002,Maio,171.0,Goiás
2002,Junho,303.0,Goiás
2002,Julho,792.0,Goiás
2002,Agosto,1498.0,Goiás
2002,Setembro,4412.0,Goiás
2002,Outubro,1665.0,Goiás
2002,Novembro,273.0,Goiás
2002,Dezembro,118.0,Goiás
2003,Janeiro,13.0,Goiás
2003,Fevereiro,55.0,Goiás
2003,Março,34.0,Goiás
2003,Abril,127.0,Goiás
2003,Maio,265.0,Goiás
2003,Junho,855.0,Goiás
2003,Julho,867.0,Goiás
2003,Agosto,975.0,Goiás
2003,Setembro,1978.0,Goiás
2003,Outubro,1318.0,Goiás
2003,Novembro,212.0,Goiás
2003,Dezembro,175.0,Goiás
2004,Janeiro,15.0,Goiás
2004,Fevereiro,14.0,Goiás
2004,Março,59.0,Goiás
2004,Abril,84.0,Goiás
2004,Maio,313.0,Goiás
2004,Junho,515.0,Goiás
2004,Julho,852.0,Goiás
2004,Agosto,1618.0,Goiás
2004,Setembro,3544.0,Goiás
2004,Outubro,1548.0,Goiás
2004,Novembro,356.0,Goiás
2004,Dezembro,94.0,Goiás
2005,Janeiro,30.0,Goiás
2005,Fevereiro,110.0,Goiás
2005,Março,46.0,Goiás
2005,Abril,150.0,Goiás
2005,Maio,269.0,Goiás
2005,Junho,248.0,Goiás
2005,Julho,536.0,Goiás
2005,Agosto,970.0,Goiás
2005,Setembro,1565.0,Goiás
2005,Outubro,2018.0,Goiás
2005,Novembro,169.0,Goiás
2005,Dezembro,17.0,Goiás
2006,Janeiro,104.0,Goiás
2006,Fevereiro,28.0,Goiás
2006,Março,42.0,Goiás
2006,Abril,61.0,Goiás
2006,Maio,192.0,Goiás
2006,Junho,298.0,Goiás
2006,Julho,502.0,Goiás
2006,Agosto,948.0,Goiás
2006,Setembro,1630.0,Goiás
2006,Outubro,270.0,Goiás
2006,Novembro,254.0,Goiás
2006,Dezembro,58.0,Goiás
2007,Janeiro,48.0,Goiás
2007,Fevereiro,20.0,Goiás
2007,Março,104.0,Goiás
2007,Abril,83.0,Goiás
2007,Maio,349.0,Goiás
2007,Junho,690.0,Goiás
2007,Julho,925.0,Goiás
2007,Agosto,2948.0,Goiás
2007,Setembro,4978.0,Goiás
2007,Outubro,2169.0,Goiás
2007,Novembro,240.0,Goiás
2007,Dezembro,85.0,Goiás
2008,Janeiro,33.0,Goiás
2008,Fevereiro,25.0,Goiás
2008,Março,23.0,Goiás
2008,Abril,64.0,Goiás
2008,Maio,200.0,Goiás
2008,Junho,209.0,Goiás
2008,Julho,552.0,Goiás
2008,Agosto,987.0,Goiás
2008,Setembro,1464.0,Goiás
2008,Outubro,1425.0,Goiás
2008,Novembro,195.0,Goiás
2008,Dezembro,63.0,Goiás
2009,Janeiro,47.0,Goiás
2009,Fevereiro,45.0,Goiás
2009,Março,60.0,Goiás
2009,Abril,37.0,Goiás
2009,Maio,136.0,Goiás
2009,Junho,201.0,Goiás
2009,Julho,481.0,Goiás
2009,Agosto,638.0,Goiás
2009,Setembro,709.0,Goiás
2009,Outubro,413.0,Goiás
2009,Novembro,111.0,Goiás
2009,Dezembro,42.0,Goiás
2010,Janeiro,60.0,Goiás
2010,Fevereiro,100.0,Goiás
2010,Março,96.0,Goiás
2010,Abril,144.0,Goiás
2010,Maio,280.0,Goiás
2010,Junho,723.0,Goiás
2010,Julho,1224.0,Goiás
2010,Agosto,3336.0,Goiás
2010,Setembro,5906.0,Goiás
2010,Outubro,1418.0,Goiás
2010,Novembro,79.0,Goiás
2010,Dezembro,53.0,Goiás
2011,Janeiro,40.0,Goiás
2011,Fevereiro,56.0,Goiás
2011,Março,26.0,Goiás
2011,Abril,111.0,Goiás
2011,Maio,161.0,Goiás
2011,Junho,333.0,Goiás
2011,Julho,600.0,Goiás
2011,Agosto,1549.0,Goiás
2011,Setembro,2250.0,Goiás
2011,Outubro,539.0,Goiás
2011,Novembro,76.0,Goiás
2011,Dezembro,25.0,Goiás
2012,Janeiro,22.0,Goiás
2012,Fevereiro,29.0,Goiás
2012,Março,71.0,Goiás
2012,Abril,116.0,Goiás
2012,Maio,123.0,Goiás
2012,Junho,254.0,Goiás
2012,Julho,556.0,Goiás
2012,Agosto,899.0,Goiás
2012,Setembro,2334.0,Goiás
2012,Outubro,1450.0,Goiás
2012,Novembro,64.0,Goiás
2012,Dezembro,113.0,Goiás
2013,Janeiro,43.0,Goiás
2013,Fevereiro,67.0,Goiás
2013,Março,74.0,Goiás
2013,Abril,61.0,Goiás
2013,Maio,187.0,Goiás
2013,Junho,202.0,Goiás
2013,Julho,356.0,Goiás
2013,Agosto,527.0,Goiás
2013,Setembro,735.0,Goiás
2013,Outubro,567.0,Goiás
2013,Novembro,162.0,Goiás
2013,Dezembro,69.0,Goiás
2014,Janeiro,60.0,Goiás
2014,Fevereiro,34.0,Goiás
2014,Março,54.0,Goiás
2014,Abril,117.0,Goiás
2014,Maio,197.0,Goiás
2014,Junho,302.0,Goiás
2014,Julho,424.0,Goiás
2014,Agosto,1201.0,Goiás
2014,Setembro,1568.0,Goiás
2014,Outubro,1728.0,Goiás
2014,Novembro,160.0,Goiás
2014,Dezembro,52.0,Goiás
2015,Janeiro,105.0,Goiás
2015,Fevereiro,43.0,Goiás
2015,Março,48.0,Goiás
2015,Abril,58.0,Goiás
2015,Maio,117.0,Goiás
2015,Junho,263.0,Goiás
2015,Julho,320.0,Goiás
2015,Agosto,876.0,Goiás
2015,Setembro,2033.0,Goiás
2015,Outubro,1607.0,Goiás
2015,Novembro,490.0,Goiás
2015,Dezembro,147.0,Goiás
2016,Janeiro,27.0,Goiás
2016,Fevereiro,69.0,Goiás
2016,Março,107.0,Goiás
2016,Abril,152.0,Goiás
2016,Maio,210.0,Goiás
2016,Junho,261.0,Goiás
2016,Julho,815.0,Goiás
2016,Agosto,1038.0,Goiás
2016,Setembro,1571.0,Goiás
2016,Outubro,488.0,Goiás
2016,Novembro,115.0,Goiás
2016,Dezembro,59.0,Goiás
2017,Janeiro,46.0,Goiás
2017,Fevereiro,64.0,Goiás
2017,Março,91.0,Goiás
2017,Abril,58.0,Goiás
2017,Maio,138.0,Goiás
2017,Junho,308.0,Goiás
2017,Julho,433.0,Goiás
2017,Agosto,1109.0,Goiás
2017,Setembro,2155.0,Goiás
2017,Outubro,1858.0,Goiás
2017,Novembro,125.0,Goiás
2017,Dezembro,43.0,Goiás
2018,Janeiro,54.0,Goiás
2018,Fevereiro,41.0,Goiás
2018,Março,113.0,Goiás
2018,Abril,74.0,Goiás
2018,Maio,181.0,Goiás
2018,Junho,183.0,Goiás
2018,Julho,405.0,Goiás
2018,Agosto,518.0,Goiás
2018,Setembro,1070.0,Goiás
2018,Outubro,345.0,Goiás
2018,Novembro,36.0,Goiás
2018,Dezembro,90.0,Goiás
2019,Janeiro,129.0,Goiás
2019,Fevereiro,88.0,Goiás
2019,Março,138.0,Goiás
2019,Abril,83.0,Goiás
2019,Maio,134.0,Goiás
2019,Junho,217.0,Goiás
2019,Julho,403.0,Goiás
2019,Agosto,698.0,Goiás
2019,Setembro,4149.0,Goiás
2019,Outubro,873.0,Goiás
2019,Novembro,160.0,Goiás
2019,Dezembro,88.0,Goiás
2020,Janeiro,60.0,Goiás
2020,Fevereiro,92.0,Goiás
2020,Março,124.0,Goiás
2020,Abril,156.0,Goiás
2020,Maio,150.0,Goiás
2020,Junho,314.0,Goiás
2020,Julho,402.0,Goiás
2020,Agosto,964.0,Goiás
2020,Setembro,1825.0,Goiás
2020,Outubro,1622.0,Goiás
2020,Novembro,229.0,Goiás
2020,Dezembro,70.0,Goiás
2021,Janeiro,63.0,Goiás
2021,Fevereiro,89.0,Goiás
2021,Março,86.0,Goiás
2021,Abril,110.0,Goiás
2021,Maio,255.0,Goiás
2021,Junho,401.0,Goiás
2021,Julho,627.0,Goiás
2021,Agosto,1056.0,Goiás
2021,Setembro,2634.0,Goiás
2021,Outubro,576.0,Goiás
2021,Novembro,71.0,Goiás
2021,Dezembro,52.0,Goiás
2022,Janeiro,69.0,Goiás
2022,Fevereiro,96.0,Goiás
2022,Março,120.0,Goiás
2022,Abril,124.0,Goiás
2022,Maio,415.0,Goiás
2022,Junho,394.0,Goiás
2022,Julho,553.0,Goiás
2022,Agosto,975.0,Goiás
2022,Setembro,1151.0,Goiás
2022,Outubro,752.0,Goiás
2022,Novembro,119.0,Goiás
2022,Dezembro,28.0,Goiás
